bollettino,riga,coltura,fase
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1163,OLIVO,ripresa vegetativa
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1168,PERO,allegagione
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1254,PESCO,da scamiciatura a ingrossamento frutti
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1322,SUSINO,da caduta petali ad inizio ingrossamento frutti
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1361,VITE,da prime foglie distese a grappolini visibili
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1432,BARBABIETOLA,4-8 foglie
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1490,COLZA,fioritura
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1493,ERBA_MEDICA,Medica in produzione: accrescimento; Medica nuovo impianto: prime foglie
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1543,FRUMENTO,da levata a emissione foglia bandiera
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1608,GIRASOLE,da pre-semina a semina
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1658,MAIS,emergenza
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1783,RISO,pre-semina
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1851,SOIA,Pre-semina
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1885,SORGO,da pre-semina a emergenza
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1947,AGLIO,6/7 foglie
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1968,ANGURIA,trapianto
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1983,ASPARAGO,impianti in produzione: emissione turione – nuovi impianti: messa a dimora delle zampe
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,1993,CAROTA,sviluppo vegetativo
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,2027,CIPOLLA,Autunnale: 8-12 foglie – Primaverile: 2 foglie
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,2048,MELONE,pre-trapianto – trapianto
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,2072,PATATA,da pre-emergenza a 2° palco fogliare
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,2130,PISELLO,da emergenza a sviluppo vegetativo
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,2173,POMODORO_INDUSTRIA,da pre-trapianto a trapianto
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,2865,ACTINIDIA,verde: germogliamento; giallo: comparsa bottoni fiorali
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,2892,ALBICOCCO,accrescimento frutti
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,2920,CILIEGIO,da caduta petali a ingrossamento frutti
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,2944,KAKI,da germogliamento a comparsa abbozzi fiorali
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,2948,MELO,caduta petali ad allegagione
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,2998,NOCE,da germogliamento a emissione degli amenti
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3007,OLIVO,ripresa vegetativa
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3013,PERO,allegagione
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3087,PESCO,da scamiciatura a ingrossamento frutti
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3126,SUSINO,da caduta petali a inizio ingrossamento frutti
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3161,VITE,da prime foglie distese a grappolini visibili
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3211,BARBABIETOLA,4-8 foglie
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3220,ERBA_MEDICA,Medica in produzione: accrescimento ; Medica nuovo impianto: prime foglie
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3223,FRUMENTO,da levata a emissione foglia bandiera
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3254,GIRASOLE,da pre-semina a semina
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3268,MAIS,da pre-emergenza a emergenza
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3273,SOIA,Pre-semina
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3293,SORGO,da pre-semina a emergenza
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3324,ANGURIA,trapianto
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3340,ASPARAGO,impianti in produzione: emissione turione – nuovi impianti: messa a dimora delle zampe
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3349,CAROTA,sviluppo vegetativo
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3352,CIPOLLA,Autunnale: 8-12 foglie – Primaverile: 2 foglie
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3364,MELONE,Pre-trapianto – Trapianto
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3371,PATATA,da pre-emergenza a 2° palco fogliare
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3400,PISELLO,da emergenza a sviluppo vegetativo
Bollettino 10 del 15 aprile 2026 di Bologna e Ferrara,3407,POMODORO_INDUSTRIA,pre-trapianto
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",955,ACTINIDIA,da germogliamento a comparsa bottoni fiorali
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",988,ALBICOCCO,accrescimento frutti
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1045,CILIEGIO,da caduta petali ad accrescimento frutti
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1067,KAKI,da germogliamento a comparsa bottoni fiorali
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1071,MELO,da caduta petali ad allegagione
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1159,NOCE,da germogliamento ad emissione amenti
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1167,OLIVO,ripresa vegetativa
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1207,PERO,allegagione
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1286,PESCO,da scamiciatura ad ingrossamento frutti
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1369,SUSINO,da caduta petali ad inizio ingrossamento frutti
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1395,VITE,da prime foglie distese a grappolini visibili
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1494,BARBABIETOLA,da 4 a 8 foglie
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1554,COLZA,fioritura
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1557,ERBA_MEDICA,Medica in produzione: accrescimento; Medica nuovo impianto: sviluppo vegetativo
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1613,FRUMENTO,da levata ad emissione foglia bandiera
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1685,GIRASOLE,da pre-semina a semina
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1719,MAIS,emergenza
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1844,SOIA,pre-semina
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1879,SORGO,da pre-semina a emergenza
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1942,CIPOLLA,Autunnale: 8-12 foglie – Primaverile: prime foglie vere
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1977,FRAGOLA,da allegagione ad inizio maturazione
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",1991,FRAGOLA,da fioritura ad allegagione
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",2015,PATATA,da pre-emergenza a 2° palco fogliare
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",2083,PISELLO,da emergenza a sviluppo vegetativo
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",2116,POMODORO_INDUSTRIA,da pre-trapianto a trapianto
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",2818,ACTINIDIA,da germogliamento a comparsa bottoni fiorali
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",2830,ALBICOCCO,accrescimento frutti
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",2873,CILIEGIO,da caduta petali ad accrescimento frutti
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",2893,KAKI,da germogliamento a comparsa bottoni fiorali
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",2897,MELO,da fioritura ad allegagione
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",2946,NOCE,da germogliamento ad emissione amenti
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",2955,OLIVO,ripresa vegetativa
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",2994,PERO,allegagione
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3053,PESCO,da scamiciatura a ingrossamento frutti
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3102,SUSINO,da caduta petali ad inizio ingrossamento frutti
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3136,VITE,da prime foglie distese a grappolini visibili
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3185,BARBABIETOLA,da 4 a 8 foglie
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3194,ERBA_MEDICA,Medica in produzione: accrescimento; Medica nuovo impianto: sviluppo vegetativo
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3198,FRUMENTO,da levata ad emissione foglia bandiera
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3228,GIRASOLE,da pre-semina a semina
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3241,MAIS,da pre-emergenza ad emergenza
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3246,SOIA,pre-semina
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3256,SORGO,da pre-semina a emergenza
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3300,CIPOLLA,Autunnale: 6-10 foglie – Primaverile: da emergenza a prime foglie
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3323,FRAGOLA,da allegagione ad inizio maturazione
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3330,FRAGOLA,inizio fioritura
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3337,PATATA,da pre-emergenza a 2° palco fogliare
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3356,PISELLO,da emergenza a sviluppo vegetativo
"Bollettino 10 del 15 aprile 2026 di Forlì-Cesena, Ravenna, Rimini",3373,POMODORO_INDUSTRIA,da pre-trapianto a trapianto
Bollettino 10 del 16 aprile 2026 Reggio Emilia,968,MELO,fine fioritura-allegagione
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1045,OLIVO,accrescimento germogli apicali e laterali
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1080,PERO,allegagione-ingrossamento frutti
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1174,VITE,prime foglie distese-grappoli visibili
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1239,BARBABIETOLA,6-8 foglie vere
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1297,COLZA,fioritura
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1311,ERBA_MEDICA,Medica in produzione: accrescimento; Medica nuovo impianto: emergenza- prime foglie trilobate
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1361,FRUMENTO,levata-inizio botticella
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1412,GIRASOLE,semina-pre emergenza
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1451,MAIS,pre-emergenza -emergenza
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1570,SOIA,Pre-semina
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1604,SORGO,semina-emergenza
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1683,ANGURIA,accrescimento
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1697,ANGURIA,pre-trapianto-trapianto
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1707,MELONE,accrescimento
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1725,MELONE,pre-trapianto-trapianto
Bollettino 10 del 16 aprile 2026 Reggio Emilia,1734,POMODORO_INDUSTRIA,pre trapianto-trapianto
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2433,MELO,fine fioritura-allegagione
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2483,OLIVO,accrescimento germogli
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2518,PERO,allegagione-ingrossamento frutti
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2574,VITE,prime foglie distese-grappoli visibili
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2623,FRUMENTO,levata-inizio botticella
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2650,BARBABIETOLA,6-8 foglie vere
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2660,ERBA_MEDICA,impianti vecchi ripresa vegetativa -impianti nuovi emergenza
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2663,GIRASOLE,semina-pre emergenza
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2677,MAIS,pre-emergenza -emergenza
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2746,ANGURIA,allungamento catena
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2756,MELONE,accrescimento catena
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2763,ANGURIA,pre-trapianto-trapianto
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2767,MELONE,pre-trapianto-trapianto
Bollettino 10 del 16 aprile 2026 Reggio Emilia,2779,POMODORO_INDUSTRIA,pre-trapianto-trapianto
Bollettino 10 del 17 Aprile 2026 di Piacenza,1026,ALBICOCCO,accrescimento frutto
Bollettino 10 del 17 Aprile 2026 di Piacenza,1068,CILIEGIO,da allegagione a inizio accrescimento frutto
Bollettino 10 del 17 Aprile 2026 di Piacenza,1087,MELO,da fioritura ad allegagione
Bollettino 10 del 17 Aprile 2026 di Piacenza,1166,PERO,da allegagione ad accrescimento frutto
Bollettino 10 del 17 Aprile 2026 di Piacenza,1238,PESCO,da scamiciatura a inizio ingrossamento frutti
Bollettino 10 del 17 Aprile 2026 di Piacenza,1294,SUSINO,da scamiciatura a inizio ingrossamento frutto
Bollettino 10 del 17 Aprile 2026 di Piacenza,1321,OLIVO,ripresa vegetativa
Bollettino 10 del 17 Aprile 2026 di Piacenza,1341,VITE,da grappoli visibili a grappoli separati
Bollettino 10 del 17 Aprile 2026 di Piacenza,1428,BARBABIETOLA,4-6 foglie vere
Bollettino 10 del 17 Aprile 2026 di Piacenza,1493,ERBA_MEDICA,medica in produzione: sviluppo vegetativo; medica nuovo impianto: prime foglie trifogliate
Bollettino 10 del 17 Aprile 2026 di Piacenza,1532,FRUMENTO,da foglia a bandiera a inizio spigatura
Bollettino 10 del 17 Aprile 2026 di Piacenza,1593,GIRASOLE,semina - emergenza
Bollettino 10 del 17 Aprile 2026 di Piacenza,1643,MAIS,da pre-semina a emergenza
Bollettino 10 del 17 Aprile 2026 di Piacenza,1810,SOIA,Pre-semina
Bollettino 10 del 17 Aprile 2026 di Piacenza,1849,AGLIO,da post emergenza a 6-7 foglie
Bollettino 10 del 17 Aprile 2026 di Piacenza,1859,BASILICO,pre-esemina – emergenza
Bollettino 10 del 17 Aprile 2026 di Piacenza,1867,CIPOLLA,Autunnale: 8/12 foglie. Primaverile: 1-3 foglie
Bollettino 10 del 17 Aprile 2026 di Piacenza,1921,PISELLO,da emergenza a sviluppo vegetativo
Bollettino 10 del 17 Aprile 2026 di Piacenza,1967,POMODORO_INDUSTRIA,pre-trapianto - trapianto
Bollettino 10 del 17 Aprile 2026 di Piacenza,2676,ALBICOCCO,accrescimento frutto
Bollettino 10 del 17 Aprile 2026 di Piacenza,2696,CILIEGIO,da allegagione a inizio accrescimento frutto
Bollettino 10 del 17 Aprile 2026 di Piacenza,2717,MELO,da fioritura ad allegagione
Bollettino 10 del 17 Aprile 2026 di Piacenza,2746,PERO,da allegagione ad accrescimento frutto
Bollettino 10 del 17 Aprile 2026 di Piacenza,2801,PESCO,da scamiciatura a inizio ingrossamento frutti
Bollettino 10 del 17 Aprile 2026 di Piacenza,2840,SUSINO,da scamiciatura a inizio ingrossamento frutto
Bollettino 10 del 17 Aprile 2026 di Piacenza,2853,OLIVO,ripresa vegetativa
Bollettino 10 del 17 Aprile 2026 di Piacenza,2883,VITE,da grappoli visibili a grappoli separati
Bollettino 10 del 17 Aprile 2026 di Piacenza,2943,ERBA_MEDICA,medica in produzione: sviluppo vegetativo; medica nuovo impianto: prime foglie trifogliate
Bollettino 10 del 17 Aprile 2026 di Piacenza,2962,FRUMENTO,da foglia a bandiera a inizio spigatura
Bollettino 10 del 17 Aprile 2026 di Piacenza,2975,GIRASOLE,semina - emergenza
Bollettino 10 del 17 Aprile 2026 di Piacenza,3027,PATATA,da semina a emergenza
Bollettino 10 del 17 Aprile 2026 di Piacenza,3034,POMODORO_INDUSTRIA,pre-trapianto - trapianto
Bollettino 10 del 17 aprile 2026 di Parma,995,ALBICOCCO,accrescimento frutto
Bollettino 10 del 17 aprile 2026 di Parma,1037,CILIEGIO,da allegagione ad accrescimento frutto
Bollettino 10 del 17 aprile 2026 di Parma,1065,MELO,da fioritura ad allegagione
Bollettino 10 del 17 aprile 2026 di Parma,1131,PERO,da allegagione ad accrescimento frutto
Bollettino 10 del 17 aprile 2026 di Parma,1215,PESCO,da scamiciatura ad inizio sviluppo frutti
Bollettino 10 del 17 aprile 2026 di Parma,1271,SUSINO,da scamiciatura ad accrescimento frutto
Bollettino 10 del 17 aprile 2026 di Parma,1287,OLIVO,ripresa vegetativa
Bollettino 10 del 17 aprile 2026 di Parma,1317,VITE,da grappoli visibili a grappoli separati
Bollettino 10 del 17 aprile 2026 di Parma,1387,BARBABIETOLA,4-6 foglie vere
Bollettino 10 del 17 aprile 2026 di Parma,1463,ERBA_MEDICA,medica in produzione: sviluppo vegetativo; medica nuovo impianto: prime foglie trifogliate
Bollettino 10 del 17 aprile 2026 di Parma,1489,FRUMENTO,da foglia bandiera a inizio spigatura
Bollettino 10 del 17 aprile 2026 di Parma,1557,GIRASOLE,semina - emergenza
Bollettino 10 del 17 aprile 2026 di Parma,1597,MAIS,da pre-semina a emergenza
Bollettino 10 del 17 aprile 2026 di Parma,1766,SOIA,Pre-semina
Bollettino 10 del 17 aprile 2026 di Parma,1805,BASILICO,pre-esemina – emergenza
Bollettino 10 del 17 aprile 2026 di Parma,1813,CIPOLLA,1-3 foglie
Bollettino 10 del 17 aprile 2026 di Parma,1848,POMODORO_INDUSTRIA,pre-trapianto - trapianto
Bollettino 10 del 17 aprile 2026 di Parma,2558,ALBICOCCO,accrescimento frutto
Bollettino 10 del 17 aprile 2026 di Parma,2578,CILIEGIO,da allegagione ad accrescimento frutto
Bollettino 10 del 17 aprile 2026 di Parma,2588,MELO,da fioritura ad allegagione
Bollettino 10 del 17 aprile 2026 di Parma,2629,PERO,da allegagione ad accrescimento frutto
Bollettino 10 del 17 aprile 2026 di Parma,2684,PESCO,da scamiciatura ad inizio sviluppo frutti
Bollettino 10 del 17 aprile 2026 di Parma,2723,SUSINO,da scamiciatura ad accrescimento frutto
Bollettino 10 del 17 aprile 2026 di Parma,2745,OLIVO,ripresa vegetativa
Bollettino 10 del 17 aprile 2026 di Parma,2766,VITE,da grappoli visibili a grappoli separati
Bollettino 10 del 17 aprile 2026 di Parma,2820,ERBA_MEDICA,medica in produzione: sviluppo vegetativo; medica nuovo impianto: prime foglie trifogliate
Bollettino 10 del 17 aprile 2026 di Parma,2839,FRUMENTO,da foglia bandiera a inizio spigatura
Bollettino 10 del 17 aprile 2026 di Parma,2852,GIRASOLE,semina - emergenza
Bollettino 10 del 17 aprile 2026 di Parma,2906,PATATA,da semina a emergenza
Bollettino 10 del 17 aprile 2026 di Parma,2923,POMODORO_INDUSTRIA,pre-trapianto - trapianto
Bollettino 11 del 21 aprile 2026 Modena,873,ALBICOCCO,accrescimento frutti
Bollettino 11 del 21 aprile 2026 Modena,926,CILIEGIO,ingrossamento frutti
Bollettino 11 del 21 aprile 2026 Modena,951,KAKI,presenza abbozzi fiorali
Bollettino 11 del 21 aprile 2026 Modena,955,MELO,allegagione-accrescimento frutti
Bollettino 11 del 21 aprile 2026 Modena,1063,OLIVO,inizio mignolatura
Bollettino 11 del 21 aprile 2026 Modena,1098,PERO,ingrossamento frutti
Bollettino 11 del 21 aprile 2026 Modena,1210,PESCO,ingrossamento frutti
Bollettino 11 del 21 aprile 2026 Modena,1269,SUSINO,ingrossamento frutti
Bollettino 11 del 21 aprile 2026 Modena,1305,VITE,foglie distese-grappoli separati
Bollettino 11 del 21 aprile 2026 Modena,1397,BARBABIETOLA,6-8 foglie vere
Bollettino 11 del 21 aprile 2026 Modena,1454,COLZA,fine fioritura
Bollettino 11 del 21 aprile 2026 Modena,1458,ERBA_MEDICA,Medica in produzione: accrescimento; Medica nuovo impianto: prime foglie trilobate
Bollettino 11 del 21 aprile 2026 Modena,1509,FRUMENTO,levata-spigatura
Bollettino 11 del 21 aprile 2026 Modena,1586,GIRASOLE,pre-emergenza-emergenza
Bollettino 11 del 21 aprile 2026 Modena,1631,MAIS,emergenza-2-4 foglie
Bollettino 11 del 21 aprile 2026 Modena,1705,SOIA,pre-semina-semina
Bollettino 11 del 21 aprile 2026 Modena,1757,SORGO,emergenza-2 foglie
Bollettino 11 del 21 aprile 2026 Modena,1838,ANGURIA,accrescimento
Bollettino 11 del 21 aprile 2026 Modena,1842,MELONE,accrescimento
Bollettino 11 del 21 aprile 2026 Modena,1845,POMODORO_INDUSTRIA,pre trapianto-trapianto
Bollettino 11 del 21 aprile 2026 Modena,2556,ALBICOCCO,accrescimento frutti
Bollettino 11 del 21 aprile 2026 Modena,2583,CILIEGIO,ingrossamento frutti
